Restaurant,Location,Rating,Votes,Cost for 2,Opening Hours,Closing Hours,Cuisines,Highlights,Featured in,Known for,Favourite Food,Favourite Service,Favourite Look,Recommended Dishes,Cuisines Colours
Yauatcha,Brigade Road,4.4,51326,2100,['12 No'],['11 PM'],Chinese,"['Wheelchair Accessible', 'Serves Non Veg', 'Full Bar Available', '4/5 StarValet Parking AvailableKid FriendlyDisabled FriendlyWifi']","['Luxury dining', 'Pan-Asian delicacies']",['Theirfinedineexperiencewithahugeandelaboratesetup'],"['MushroomDumplings', 'PrawnDimSum', 'ChocolateHazelnutMousse', 'Macaron', 'MangoMascarponeGateau', 'KungPaoChicken']",['CourteousStaff'],['Decor'],[],1
Dolci Pizzeria,Brigade Road,3.6,552,800,['10 AM'],['10 PM'],"Italian, Cafe, Desserts","['Home Delivery', 'Desserts and Bakes']",[],[],"['TabascoPizza', 'ThinCrustPizza', 'PumpkinRavioli', 'OreoShake', 'SupremePizza', 'PizzaVerdure']",['Decor'],[],[],"10, 7, 5"
New Star Hotel,Brigade Road,NA,Not enough,100,['10 AM'],['11 PM'],Fast Food,['Breakfast'],[],[],[],[],[],[],3
Rich Kulfi,Brigade Road,NA,Not enough,100,['11 AM'],['10 PM'],Desserts,"['Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[],5
Hae Kum Gang,Brigade Road,4.4,5804,1500,['1130 AM'],['1030 PM'],"Korean, Chinese, Japanese","['Wine', 'Smoking Area']",['Pan-Asian delicacies'],['TheirincrediblemixofhomestyleKorean'],"['Kimchi', 'PorkSizzler', 'CaliforniaRoll', 'ShrimpDonburi', 'SushiPlatter', 'DragonShrimpRoll']","['CourteousStaff', 'FriendlyStaff']",[],[],"49, 1, 34"
Sri Rama,Brigade Road,3,54,200,['7 AM'],['10 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],[],[],[],[],2
,Brigade Road,NA,Not enough,NA,NA,NA,,[],[],[],[],[],[],[],
Sunehri,Brigade Road,3.5,546,500,['7 AM'],['4 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],"['Buttermilk', 'Upma']",[],[],[],2
The Oriental Spice - Ashraya Hotel,Brigade Road,3.6,5139,1000,"['11 AM', '7 PM']","['330 PM', '11 PM']","Chinese, Thai, Indonesian","['Home Delivery', 'Wheelchair Accessible', 'BuffetValet Parking AvailableWifi']",[],[],"['DimSum', 'LunchBuffet', 'FriedRice', 'Momos', 'Manchurian']",[],[],[],"1, 22, 52"
Roomali,Brigade Road,3.1,54,1100,"['12 No', '7 PM']","['330 PM', '1130 PM']",North Indian,['Valet Parking Available'],['Newly opened'],[],[],[],[],[],0
Parika,Brigade Road,3.5,5154,1200,"['1230 AM', '7 PM']","['330 PM', '11 PM']","North Indian, Chinese, Mughlai",['Full Bar Available'],[],[],"['Kheer', 'ButterNaan', 'SweetLassi', 'Panipuri']",[],[],[],"0, 1, 18"
Biryani Express,Brigade Road,NA,Not enough,300,['9 AM'],['9 PM'],Biryani,"['Breakfast', 'Home Delivery']",[],[],[],[],[],[],4
Madurai Idly Shop,Brigade Road,2.4,530,200,['630 AM'],['11 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],"['RavaMasalaDosa', 'Breakfast']",[],[],[],2
Taj,Brigade Road,3.1,514,350,"['1230 PM', '7 PM']","['4 PM', '11 PM']",North Indian,['Wifi'],[],[],[],[],[],[],0
Kadamba Foodline,Brigade Road,3.1,57,400,['1130 AM'],['1030 PM'],"Chinese, North Indian, South Indian",['Vegetarian Only'],[],[],[],[],[],[],"1, 0, 2"
Prawn Crunch,Brigade Road,NA,Not enough,400,['430 PM'],['11 PM'],"Seafood, Fast Food",['Home Delivery'],[],[],[],[],[],[],"20, 3"
Arya's Food Corner,Brigade Road,3,54,300,['11 AM'],['10 PM'],South Indian,['Home Delivery'],[],[],[],[],[],[],2
Japan Travel Cafe Azuki,Brigade Road,3.1,54,400,['11 AM'],['7 PM'],"Cafe, Japanese",['All Day Breakfast'],[],[],[],[],[],[],"7, 34"
Retro Lounge Bar,Brigade Road,3.6,569,1400,"['1230 PM', '630 PM']","['330 PM', '1130 PM']","North Indian, Chinese","['Home Delivery', 'Serves Non Veg', 'Full Bar Available', 'Nightlife']",[],[],[],[],[],[],"0, 1"
North Indian Hotel,Brigade Road,NA,Not enough,200,['7 AM'],['230 AM'],North Indian,['Breakfast'],[],[],[],[],[],[],0
Meghana Foods,Brigade Road,4.2,51253,750,"['12 No', '7 PM']","['4 PM', '11 PM']","Biryani, Seafood, Andhra",['Home Delivery'],['Brilliant biryanis'],[],"['BonelessChickenBiryani', 'AndhraStyleBiryani', 'HyderabadiBiryani', 'MuttonBiryani', 'VegBiryani', 'PaneerBiryani']",['CourteousStaff'],[],[],"4, 20, 11"
Daily Bread,Brigade Road,NA,Not enough,500,['9 AM'],['11 PM'],"Bakery, Fast Food, Italian, Desserts",['Desserts and Bakes'],[],[],[],[],[],[],"8, 3, 10, 5"
Toscano,Brigade Road,4.2,51529,1500,['12 No'],['11 PM'],Italian,"['Wheelchair Accessible', 'Wine', 'Outdoor SeatingLive MusicValet Parking AvailableWifi']",['Sweet tooth'],[],"['Sangria', 'Tiramisu', 'CoffeeIceCream', 'DraughtBeer', 'Bruschettas', 'PepperoniPizza']","['CourteousStaff', 'FriendlyStaff']","['LiveMusic', 'OutdoorSeating']",[],10
Udupi Vaibhav,Brigade Road,NA,Not enough,300,['6 AM'],['9 PM'],South Indian,['Breakfast'],[],[],[],[],[],[],2
Little Chef,Brigade Road,3.7,584,550,"['1230 PM', '715 PM']","['330 PM', '1030 PM']",Chinese,['Home Delivery'],[],[],"['FriedRice', 'DryChicken', 'DragonChicken', 'ChickenLollipop', 'LemonChicken']",[],[],[],1
Hungry Castle Garam Masala,Brigade Road,2.8,536,400,['12 No'],['1130 PM'],"North Indian, Mughlai",['Home Delivery'],[],[],['TandooriChicken'],[],[],[],"0, 18"
Fava,Brigade Road,4,5666,1900,['12 No'],['1130 PM'],Mediterranean,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Outdoor SeatingValet Parking Available']","['Romantic', 'Happy hours', 'European & Mediterranean']",[],"['Tiramisu', 'BabaGanoush', 'PitaBread', 'Sangria', 'MezzePlatter', 'CremeBrulee']",['CourteousStaff'],"['Decor', 'RomanticDinner']","['Dozen/HalfDozenMezze', 'LiveMicrogreenSalad', 'MediterraneanKebabPlatter', 'SignaturePomegranateChicken']",27
The Open Box,Brigade Road,4,51012,1400,['12 No'],['12 Mi'],"European, North Indian, Mediterranean, Asian","['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Outdoor SeatingNightlifeRooftopValet Parking AvailableSmoking AreaWifiLive Sports ScreeningWallet Accepted']","['Happy hours', 'Rooftops', 'Best bars & pubs']",[],"['HappyEndingBiryani', 'ChocolateLava', 'Mojito', 'Cheesecake', 'Momos', 'MargeritaPizza']","['CourteousService', 'CourteousStaff']",['Decor'],"['Hummosa', 'TengdaBaoChicken', 'Fettusuey', 'HappyEndingBiryani', 'TobCheeseCake']","26, 0, 27, 23"
Deli Counter - Gateway Hotel,Brigade Road,3.2,511,500,['10 AM'],['11 PM'],Bakery,['Smoking AreaWifiDesserts and Bakes'],[],[],[],[],[],[],8
Mathsya Darshini,Brigade Road,3.3,545,350,"['12 No', '630 PM']","['330 PM', '11 PM']",Seafood,[],[],[],"['FishCurry', 'FishKebab', 'FishFry', 'Buttermilk']",[],[],[],20
Kettle & Keg,Brigade Road,3.1,56,900,['10 AM'],['1 AM'],"Cafe, Continental, Italian","['Wine', 'Valet Parking AvailableWifiSmoking Area']",[],[],[],[],[],[],"7, 6, 10"
Platter,Brigade Road,2.9,56,300,['1030 AM'],['730 PM'],"Street Food, Juices","['Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[],"9, 21"
MK Dabbawala,Brigade Road,NA,Not enough,300,['12 No'],['1030 PM'],North Indian,"['Delivery Only', 'Seating Not Available', 'Variable MenuSlot Based Delivery']",[],[],[],[],[],[],0
Deshi Fusion Pizza,Brigade Road,3.3,521,650,['8 PM'],['3 AM'],"Pizza, Italian","['Delivery Only', 'Seating Not Available', 'Serves Non Veg', 'Wallet Accepted']",[],[],[],[],[],[],"12, 10"
Republic Of Noodles - Lemon Tree Premier,Brigade Road,4.2,5307,1800,"['12 No', '7 PM']","['3 PM', '11 PM']","Malaysian, Singaporean, Thai","['Wine and Beer', 'Valet Parking AvailableWifi']","['Pan-Asian delicacies', 'ICICI Bank Culinary Treats']",[],"['KaffirLime', 'ImpeccableService', 'AppleFritters', 'JasmineRice', 'DimSum', 'DuckCurry']","['CourteousStaff', 'FriendlyStaff']",[],[],"51, 58, 22"
Northern Route,Brigade Road,3.9,5105,200,['8 AM'],['7 PM'],"North Indian, Street Food","['Breakfast', 'Vegetarian Only', 'Outdoor Seating']",[],[],"['CholeBhature', 'PaneerPakoda', 'Chaach', 'RajmaChawal', 'GulabJamun', 'SweetLassi']",[],[],[],"0, 9"
Attic,Brigade Road,3.4,5129,850,['11 AM'],['11 PM'],"Cafe, Italian, Continental","['Beer', 'Valet Parking AvailableWifiOutdoor SeatingSmoking AreaLive Sports Screening']",[],[],"['Shisha', 'Beer', 'Coffee']",[],[],[],"7, 10, 6"
Fort Kochi,Brigade Road,3.9,5196,1800,['11 AM'],['11 PM'],"Kerala, Seafood",['Full Bar Available'],['Super seafood'],[],"['Appam', 'KeralaParatha', 'PrawnCurry', 'KappaBiryani', 'Idiyappam', 'GheeRice']",[],[],[],"16, 20"
Rizq Restaurant,Brigade Road,NA,Not enough,150,['12 No'],['11 PM'],Biryani,[],[],[],[],[],[],[],4
Berry'd Alive,Brigade Road,4,587,400,['1130 AM'],['1130 PM'],Desserts,"['Home Delivery', 'Desserts and Bakes']",[],[],"['Brownie', 'ApplePie', 'NutellaPudding', 'Cheesecake', 'MochaIceCream']",[],[],[],5
Lazeez Kolkata Katti Rolls,Brigade Road,3.1,525,300,['12 No'],['11 PM'],Fast Food,['Outdoor Seating'],[],[],[],[],[],[],3
K.B.R Fast Food,Brigade Road,NA,Not enough,300,"['730 AM', '7 PM']","['4 PM', '9 PM']",South Indian,[],[],[],[],[],[],[],2
The Biere Club,Brigade Road,4.1,52878,1700,['1130 AM'],['11 PM'],Finger Food,"['Full Bar Available', 'Outdoor SeatingNightlifeValet Parking AvailableSmoking Area']",['Microbreweries'],[],"['WheatBeer', 'PorkChops', 'Brownie', 'Stout', 'CraftBeer', 'NonVegPlatter']","['CourteousStaff', 'FriendlyStaff']","['Decor', 'RooftopAmbience']",['MeatballsTossedInHotTomatoSalsa'],19
WOW! Momo,Brigade Road,3,573,400,['1030 AM'],['1030 PM'],Tibetan,['Outdoor SeatingWifi'],[],[],"['FriedMomos', 'MomosBurger', 'PaneerMomos', 'Thukpa']",[],[],[],36
Cafe Azzure,Brigade Road,3.7,5112,1000,['1130 AM'],['11 PM'],"Cafe, Continental, Italian, Burger","['Wheelchair Accessible', 'Outdoor SeatingLive Sports ScreeningSmoking AreaRooftop']",['Live sports screenings'],[],"['Shisha', 'SulemaniChai', 'FerreroRocherShake', 'ChickenSandwich', 'Nachos', 'ChickenWings']",['Decor'],[],[],"7, 6, 10, 25"
Kudla - Hotel Ramanashree,Brigade Road,3.9,5241,1200,"['12 No', '630 PM']","['330 PM', '1130 PM']","South Indian, Andhra, Chinese","['Home Delivery', 'Full Bar Available']",['Super seafood'],[],"['NeerDosa', 'ChickenGheeRoast', 'CrabCurry', 'FishCurry', 'FishFry', 'CrabMasala']",[],[],[],"2, 11, 1"
Mr. Anbu'g Ambur Biryani,Brigade Road,NA,Not enough,300,['11 AM'],['11 PM'],Biryani,['Outdoor Seating'],[],[],[],[],[],[],4
Le Chéri,Brigade Road,3.5,526,350,['9 AM'],['9 PM'],"Bakery, Desserts","['Home Delivery', 'Seating Not Available', 'Desserts and Bakes']",[],[],[],[],[],[],"8, 5"
Rolls On Wheels,Brigade Road,2.9,54,300,['11 AM'],['11 PM'],Fast Food,"['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],3
Sona Chicken Kabab,Brigade Road,NA,Not enough,200,['11 AM'],['11 PM'],North Indian,['Outdoor Seating'],[],[],[],[],[],[],0
Caesars Restaurant,Brigade Road,3.6,578,1400,"['12 No', '630 PM']","['330 PM', '1130 PM']","North Indian, Chinese, Continental","['Full Bar Available', 'Smoking Area']",[],[],['Spaghetti'],[],[],[],"0, 1, 6"
Fresh Pressery Cafe,Brigade Road,3.7,551,750,['11 AM'],['8 PM'],"Cafe, Italian, Healthy Food",['Outdoor Seating'],[],[],['FigSalad'],"['SoothingAmbience', 'Decor']",[],[],"7, 10, 24"
Khan Saheb Grills and Rolls,Brigade Road,3.8,5420,400,['1230 PM'],['1130 PM'],Fast Food,['Home Delivery'],['Pocket friendly'],[],"['ChickenBiryani', 'ChickenSeekhKebab', 'MushroomRoll', 'BedaRoll', 'MuttonSeekhRoll', 'PaneerRoll']",[],[],[],3
Daily Bite,Brigade Road,3.1,58,250,['10 AM'],['10 PM'],"Desserts, Fast Food",['Desserts and Bakes'],[],[],[],[],[],[],"5, 3"
Stir Fry,Brigade Road,3.8,5146,500,['11 AM'],['11 PM'],Chinese,"['Home Delivery', 'Valet Parking Available']",[],[],"['SpringRoll', 'Momos', 'ChickenLollipop', 'ChickenManchowSoup', 'HakkaNoodle', 'MixedFriedRice']",['CourteousStaff'],[],[],1
,Brigade Road,NA,Not enough,NA,NA,NA,,[],[],[],[],[],[],[],
Hotel Sri Parijatha,Brigade Road,NA,Not enough,400,['7 AM'],['1030 PM'],"South Indian, Chinese","['Breakfast', 'Vegetarian Only']",[],[],[],[],[],[],"2, 1"
The Bangalore Cafe,Brigade Road,3,516,500,['9 AM'],['11 PM'],"Cafe, Chinese, Fast Food, North Indian","['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],"7, 1, 3, 0"
Beijing Bites,Brigade Road,3,5127,600,['12 No'],['1130 PM'],"Chinese, Thai","['Home Delivery', 'Serves Non Veg']",[],[],"['Manchurian', 'BasilChicken', 'ChopSuey', 'TripleSchezwan']",[],[],[],"1, 22"
Shahi Restaurant - Hotel Brigade Royale,Brigade Road,3.1,57,600,['7 AM'],['11 PM'],"North Indian, Chinese, Continental","['Breakfast', 'Home Delivery', 'Outdoor SeatingBuffet']",[],[],[],[],[],[],"0, 1, 6"
The Chariot,Brigade Road,2.7,535,300,['8 AM'],['1030 PM'],"South Indian, North Indian","['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],"['ChariotKalash', 'SaathiPaneer', 'ChariotSpecialCurry']","2, 0"
Shilpa Veg,Brigade Road,3.2,526,250,['7 AM'],['1030 PM'],"South Indian, Street Food, Beverages, Desserts","['Breakfast', 'Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[],"2, 9, 15, 5"
Poornima Restaurant,Brigade Road,2.9,522,200,['7 AM'],['830 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],[],[],[],[],2
Mel's Korner,Brigade Road,2.5,565,500,['11 AM'],['11 PM'],Fast Food,['Home Delivery'],[],[],"['Shawarma', 'BeefBurger', 'VegNoodle', 'CheeseFatayer', 'VegBurger', 'FalafelWrap']",[],[],[],3
Shadow Kolkata Katti Rolls&momos,Brigade Road,NA,Not enough,250,['1030 AM'],['11 PM'],"Fast Food, Street Food",['Outdoor Seating'],[],[],[],[],[],[],"3, 9"
Matsuri - The Chancery Hotel,Brigade Road,3.8,575,1800,"['12 No', '6 PM']","['3 PM', '11 PM']",Japanese,"['Full Bar Available', 'Smoking AreaValet Parking AvailableWifi']",[],[],"['KappaMaki', 'UdonNoodle', 'EggCustard']",[],[],[],34
The Grill House,Brigade Road,3.8,5188,900,['12 No'],['11 PM'],"Continental, Steak, Burger","['Home Delivery', 'Full Bar Available', 'Smoking AreaOutdoor Seating']",[],[],"['ElTorroBurger', 'Beer', 'BuffaloWings', 'BrownieShake', 'ChocolateCake', 'MashedPotato']",['FriendlyStaff'],"['Decor', 'Dj']",[],"6, 39, 25"
Savera Cafe,Brigade Road,NA,Not enough,500,['11 AM'],['10 PM'],Cafe,[],[],[],[],[],[],[],7
Kylie's - The Bao Shop,Brigade Road,4.3,5449,250,['12 No'],['1030 PM'],"Asian, Chinese","['Home Delivery', 'Outdoor Seating']",['Pocket friendly'],[],"['CharSiuBao', 'Ratatouille', 'KungPaoChicken', 'TempuraTofu', 'PaneerBao', 'PaneerTakatak']",[],[],"['TeriyakiChicken', 'CharSiuPork', 'HickorySmokedChicken', 'KungPaoTofu', 'CharSiu', 'PatatasBravas(veg)']","23, 1"
Guzzlers Inn,Brigade Road,3.6,5787,1000,['11 AM'],['1130 PM'],"North Indian, Chinese","['Full Bar Available', 'Smoking AreaNightlife']","['Legendary outlets', 'Pocket friendly bars']","[""it'sgoodfood"", 'goodservice']","['Beer', 'ChickenKebab', 'ChilliChicken', 'EggPakoda', 'Lager', 'PeanutMasala']",['FriendlyStaff'],"['Cozy', 'Decor']",[],"0, 1"
Barbeque Nation,Brigade Road,4.2,5725,1800,"['12 No', '630 PM']","['3 PM', '1130 PM']","North Indian, European, Mediterranean","['Full Bar Available', 'Buffet']",['Great buffets'],[],"['TangdiKebab', 'GulabJamun', 'MuttonSeekhKebab', 'Phirni', 'PaanKulfi', 'Kulcha']",[],"['LiveMusic', 'Decor']",[],"0, 26, 27"
Jack & Sheik,Brigade Road,3.1,55,150,['11 AM'],['8 PM'],Fast Food,[],[],[],[],[],[],[],3
White Plate By Chef Jason,Brigade Road,3.1,56,1500,['11 AM'],['12 Mi'],"Continental, European, Italian","['Full Bar Available', 'Outdoor SeatingWifiNightlifeValet Parking AvailableSmoking Area']",[],[],[],[],[],[],"6, 26, 10"
Edo Restaurant & Bar - ITC Gardenia,Brigade Road,4.1,5161,4000,"['1230 PM', '630 PM']","['245 PM', '1130 PM']",Japanese,"['Wheelchair Accessible', 'Full Bar Available', 'Luxury DiningValet Parking AvailableSmoking Area4/5 Star']",[],[],"['Sushi', 'TeriyakiChicken', 'SalmonSashimi', 'Tiramisu', 'Scallops', 'SundayBrunch']",['Decor'],[],[],34
Oven Lovin',Brigade Road,NA,Not enough,300,['10 AM'],['10 PM'],"Desserts, Bakery","['Home Delivery', 'Desserts and BakesPre-Ordering Required']",[],[],[],[],[],[],"5, 8"
Ice - Vivanta By Taj,Brigade Road,3.9,5535,2500,['11 AM'],['1130 PM'],Continental,"['Wheelchair Accessible', 'Full Bar Available', 'Dance FloorSmoking AreaWifiNightlifeValet Parking Available']",[],[],[],"['Dj', 'PoolSideSeating']",[],[],6
Olive Beach,Brigade Road,4.4,51512,1800,"['12 No', '7 PM']","['330 PM', '11 PM']","Mediterranean, European","['Full Bar Available', 'Valet Parking AvailableSmoking AreaOutdoor Seating']","['Romantic', 'European & Mediterranean']",[],"['PepperoniPizza', 'BeefCarpaccio', 'PannaCotta', 'MushroomRisotto', 'HotChocolate', 'Tiramisu']",['CourteousStaff'],"['LovelyAmbience', 'ClassyAmbience']",[],"27, 26"
Sweet Chariot Cafe,Brigade Road,3.2,571,500,['11 AM'],['8 PM'],"Continental, Fast Food, Beverages, Desserts",['Desserts and Bakes'],[],[],"['Samosa', 'ChocolateMousse', 'ChocolateCake']",[],[],[],"6, 3, 15, 5"
Ram Prasad Veg,Brigade Road,3.2,510,150,['7 AM'],['10 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],[],[],[],[],2
Samaroh,Brigade Road,4.3,5284,1200,"['12 No', '7 PM']","['330 PM', '1030 PM']",North Indian,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Valet Parking Available']",['Veggie friendly'],[],"['Panipuri', 'Aamras', 'Rasmalai', 'Samosa', 'DalBati', 'PapdiChaat']","['CourteousStaff', 'FriendlyStaff']",[],[],0
Ganache - The Ritz-Carlton,Brigade Road,3.5,533,550,['11 AM'],['8 PM'],Bakery,"['Full Bar Available', 'WifiDesserts and Bakes']",[],[],[],[],[],[],8
The Right Moo Organic Icecreams,Brigade Road,NA,Not enough,300,['1030 AM'],['11 PM'],Desserts,"['Home Delivery', 'Desserts and Bakes']",[],[],[],[],[],[],5
Rescafe,Brigade Road,3.5,535,100,['8 AM'],['930 PM'],Beverages,"['Home Delivery', 'Vegetarian Only', 'Outdoor SeatingSmoking Area']",[],[],['Coffee'],[],[],[],15
Midnight Pizza Slurpp,Brigade Road,3.6,580,700,"['12 Mi', '6 PM']","['8 AM', '12 Mi']","Italian, Pizza","['Delivery Only', 'Seating Not Available', 'Serves Halal']",[],[],[],[],[],[],"10, 12"
Chaaye Stall,Brigade Road,3.8,5188,500,['10 AM'],['11 PM'],"Cafe, Fast Food",[],[],[],"['Kachori', 'ChickenNuggets', 'MatkaChai', 'VegSandwich', 'GingerChai', 'BreadPakoda']",[],"['ComfortableSeating', 'Decor']","['PyaazKachori', 'SattuKachori', 'MaggiPataka', 'MumbaiManoos']","7, 3"
Nandhini Paradise,Brigade Road,2.7,5148,800,"['1130 AM', '630 PM']","['3 PM', '1030 PM']","Andhra, Chinese, North Indian","['Home Delivery', 'Full Bar Available']",[],[],"['Omelette', 'LimeSoda', 'VegBiryani']",[],[],[],"11, 1, 0"
The Pub World,Brigade Road,3.8,5190,1700,['12 No'],['11 PM'],"North Indian, Chinese, Finger Food","['Full Bar Available', 'Outdoor SeatingWifiNightlifeSmoking Area']",[],[],"['DraughtBeer', 'LongIslandIcedTea', 'ChickenTikka']",[],[],[],"0, 1, 19"
Queens Food Corner,Brigade Road,2.9,54,200,['8 AM'],['9 PM'],"Kerala, South Indian","['Breakfast', 'Outdoor Seating']",[],[],[],[],[],[],"16, 2"
Nagarjuna,Brigade Road,4.2,51071,800,"['12 No', '645 PM']","['345 PM', '1045 PM']",Andhra,['Home Delivery'],"['Legendary outlets', 'Brilliant biryanis']","['Theirspicy', 'ohsotasty']","['ChickenBiryani', 'HyderabadiBiryani', 'MuttonBiryani', 'AndhraBiryani', 'AndhraMeal', 'MuttonFry']",['CourteousStaff'],[],[],11
Hotel New Mezban,Brigade Road,NA,Not enough,250,['12 No'],['12 Mi'],South Indian,[],[],[],[],[],[],[],2
Au Bon Pain,Brigade Road,3.1,56,600,['11 AM'],['11 PM'],"Cafe, Bakery",['Desserts and Bakes'],[],[],[],[],[],[],"7, 8"
Allana Kabab,Brigade Road,NA,Not enough,200,['5 PM'],['11 PM'],North Indian,['Outdoor Seating'],[],[],[],[],[],[],0
Sri Vishnu Bhavan Veg,Brigade Road,NA,Not enough,400,['630 AM'],['11 PM'],South Indian,[],[],[],[],[],[],[],2
Arabian Smoothie,Brigade Road,3,54,100,['12 No'],['10 PM'],Beverages,"['Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[],15
Grill 99 - The Ritz-Carlton,Brigade Road,NA,Not enough,4000,['7 PM'],['11 PM'],"Steak, Charcoal Grill, Mediterranean","['Full Bar Available', 'Outdoor SeatingLuxury Dining4/5 StarPoolside']",[],[],[],[],[],[],"39, 61, 27"
Pinxx - Royal Orchid Central,Brigade Road,3.4,5129,1600,"['1230 PM', '7 PM']","['330 PM', '1030 PM']","Italian, European, Indian","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Smoking AreaValet Parking AvailableBuffet4/5 Star']",[],[],"['MuttonBiryani', 'GrilledSandwich', 'BreakfastBuffet']",[],[],[],"10, 26, 40"
Cafe Mozaic - Vivanta By Taj,Brigade Road,3.8,5408,2500,['24 Ho'],[],"North Indian, Italian, South Indian, Continental, Cafe","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'BuffetOutdoor SeatingWifiSmoking Area']","['Sunday brunches', 'Late night restaurants']",[],"['CaesarSalad', 'PaneerLababdar', 'Cappuccino', 'ChickenCurry', 'GulabJamun', 'Coffee']",[],"['OutdoorSeating', 'Decor']",[],"0, 10, 2, 6, 7"
B.H. Corner Fast Food,Brigade Road,NA,Not enough,300,['1230 PM'],['1130 PM'],"South Indian, Biryani",[],[],[],[],[],[],[],"2, 4"
Bite Me Cupcakes,Brigade Road,3.8,542,150,['11 AM'],['10 PM'],Desserts,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",[],[],['ChocolateCupcake'],[],[],[],5
Monsoon - The Park,Brigade Road,3.5,5113,2000,['630 AM'],['11 PM'],"Italian, North Indian","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Luxury DiningValet Parking AvailableSmoking Area4/5 Star']",[],[],"['Breakfast', 'Appam']",[],[],[],"10, 0"
Sweet Chariot,Brigade Road,NA,Not enough,500,['11 AM'],['8 PM'],"Desserts, Fast Food","['Home Delivery', 'Desserts and Bakes']",[],[],[],[],[],[],"5, 3"
Albert Bakery,Brigade Road,4.1,5219,150,['3 PM'],['9 PM'],"Bakery, Fast Food",['Desserts and Bakes'],[],[],"['VegSamosa', 'ChickenPuff', 'ChickenSeekh', 'ChickenCutlet', 'MuttonKeemaSamosa', 'MuttonPuffs']",[],[],[],"8, 3"
Gobble Grill,Brigade Road,NA,Not enough,200,['12 No'],['1030 PM'],Chinese,"['Home Delivery', 'Serves Halal  \xc2\xa0', 'Outdoor Seating']",[],[],[],[],[],[],1
Donne Biryani House,Brigade Road,NA,Not enough,300,['11 AM'],['11 PM'],Biryani,[],[],[],[],[],[],[],4
Chai Point,Brigade Road,3.6,557,150,['8 AM'],['930 PM'],"Cafe, Fast Food","['Breakfast', 'Home Delivery', 'Outdoor Seating']",[],"['Highquality', 'Indianstyle']","['BananaCake', 'Samosa', 'GingerChai', 'MasalaChai', 'VadaPav', 'MasalaTea']",[],[],[],"7, 3"
Juice Shop,Brigade Road,3,55,200,['9 AM'],['11 PM'],Healthy Food,"['Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[],24
