Restaurant,Location,Rating,Votes,Cost for 2,Opening Hours,Closing Hours,Cuisines,Highlights,Featured in,Known for,Favourite Food,Favourite Service,Favourite Look,Recommended Dishes
The White Room - Coffee & Kitchen,Brigade Road,4.1,5561,1000,['9 AM'],['1130 PM'],"Cafe, Continental, American, Desserts","['Breakfast', 'Valet Parking AvailableSmoking AreaDesserts and BakesOutdoor Seating']","['Romantic', 'Great cafes', 'Great breakfasts']",[],"['ChickenPie', 'Coffee', 'PannaCotta', 'ChocolateMousse', 'ChickenSider', 'Breakfast']",['CourteousStaff'],"['Decor', 'ElegantAmbience']",[]
Margarita Lounge Bar,Brigade Road,3.6,5306,1400,['12 No'],['1130 PM'],"Asian, Continental, Finger Food, Mexican, North Indian","['Full Bar Available', 'Smoking AreaLive Sports ScreeningValet Parking AvailableNightlife']",['Best bars & pubs'],[],"['Nachos', 'HoneyChilliPotato', 'PaneerTikka', 'Margarita', 'Martini', 'Beer']",[],"['Decor', 'Dj']",[]
KFC,Brigade Road,3.5,581,400,['11 AM'],['11 PM'],"American, Fast Food",['Table booking not available'],[],[],[],[],[],[]
Shanthi Sagar,Brigade Road,3.3,550,350,['7 AM'],['10 PM'],"North Indian, South Indian, Chinese","['Breakfast', 'Vegetarian Only']",[],[],"['Coffee', 'RavaIdli']",[],[],[]
Utse Kitchen,Brigade Road,3.3,58,500,['12 No'],['10 PM'],"Nepalese, Tibetan, Chinese, Asian","['Home Delivery', 'Valet Parking Available']",[],[],[],[],[],[]
Burger King,Brigade Road,3.6,5307,500,['11 AM'],['11 PM'],"American, Fast Food, Burger","['Home Delivery', 'Zomato Fulfilled Delivery']",[],['High-quality'],"['CheeseFrenchFries', 'ChickenTandooriGrillBurger', 'ChickenKeema', 'CheesyChickenFries', 'ChickenWhopper', 'WhopperBurger']",['FriendlyStaff'],[],[]
R.G Biryani & Rolls,Brigade Road,NA,Not enough,300,['10 AM'],['8 PM'],Biryani,[],[],[],[],[],[],[]
Monarch,Brigade Road,2.9,57,700,"['7 AM', '12 No', '7 PM']","['10 AM', '3 PM', '1030 PM']","North Indian, Chinese, Continental, South Indian","['Breakfast', 'Buffet']",[],[],[],[],[],[]
The Good Galette,Brigade Road,3.6,517,500,['11 AM'],['9 PM'],Cafe,[],[],[],[],[],[],[]
S R & Sons Bakery,Brigade Road,3,54,100,['8 AM'],['10 PM'],Bakery,['Desserts and Bakes'],[],[],[],[],[],[]
Hotel Metropole,Brigade Road,2.9,57,250,['8 AM'],['1130 PM'],"North Indian, Chinese",['Breakfast'],[],[],[],[],[],[]
Cookie Man,Brigade Road,3.4,531,150,['1030 AM'],['10 PM'],Bakery,"['Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[]
Rim Naam - The Oberoi,Brigade Road,4.5,5710,3000,"['1230 PM', '7 PM']","['3 PM', '11 PM']",Thai,"['Wheelchair Accessible', 'Full Bar Available', 'Luxury DiningWifiOutdoor Seating4/5 Star']","['Romantic', 'Luxury dining', 'Pan-Asian delicacies']",[],"['SeafoodSoup', 'MushroomSalad', 'PrawnCake', 'JasmineRice', 'CornCake', 'ClearSoup']",['CourteousStaff'],"['ClassyPlace', 'LovelyAmbience']",[]
Green Theory,Brigade Road,4,51691,800,['11 AM'],['11 PM'],"Italian, Salad, Healthy Food, Cafe","['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Outdoor SeatingSmoking AreaWifiServes Jain FoodVegetarian FriendlyPet FriendlyVegan Options']","['Romantic', 'Great cafes', 'Veggie friendly']",[],"['BabyCornCigars', 'KiwiLemonade', 'PapayaSalad', 'ChocolateShake', 'Nachos', 'Mojito']","['CourteousStaff', 'FriendlyService']","['LovelyAmbience', 'SoothingAmbience']","['IrishVegetableBoxty', 'MexicornPizza', 'PestoPastaSpinich']"
Pepper Cafe,Brigade Road,3.9,5411,800,"['1030 AM', '630 PM']","['330 PM', '11 PM']",Italian,"['Home Delivery', 'Wine', 'Live MusicWifi']","['European & Mediterranean', 'Super seafood']",[],"['RoastBeef', 'PeriPeriChicken', 'ChocolateDessert', 'ThinCrustPizza', 'WatermelonMojito', 'VegSteak']",[],"['Decor', 'LiveMusic']","['PeriPeriChicken', 'GrilledSpicyPrawns', 'FiveSpicedPrawns', 'ChickpeaAndFetaRolls']"
Safa Hotel,Brigade Road,NA,Not enough,200,['830 AM'],['1 AM'],"North Indian, Biryani",['Breakfast'],[],[],[],[],[],[]
Nite Out,Brigade Road,3.8,5576,400,['10 PM'],['3 AM'],"North Indian, Biryani, Chinese, Fast Food","['Delivery Only', 'Seating Not Available', 'Variable Menu']",['Just delivery'],[],"['VegPulao', 'Brownie', 'ChocolateShake', 'ChickenMasala', 'ChickenCurry', 'Momos']",[],[],"['ChickenBiryani', 'ChickenRoll']"
MISU,Brigade Road,3.9,534,1400,"['1230 PM', '730 PM']","['330 PM', '12 Mi']",Asian,"['Full Bar Available', 'Smoking AreaWifi']",['Newly opened'],[],[],[],[],[]
Spice It,Brigade Road,3.3,537,1200,"['630 AM', '1230 PM', '7 PM']","['1030 AM', '3 PM', '1130 PM']","North Indian, Continental, Italian","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Outdoor SeatingWifiValet Parking AvailableSmoking Area']",[],[],[],[],[],[]
Lido - Hyatt Bangalore MG Road,Brigade Road,3.7,5385,2500,['630 AM'],['230 AM'],"European, North Indian, Thai, Chinese","['Breakfast', 'Full Bar Available', 'BuffetSmoking Area4/5 StarLive MusicOutdoor SeatingLuxury Dining']","['Sunday brunches', 'Late night restaurants', 'Luxury dining']","['PoolsideDining', 'SemiAlfrescoAmbiance']","['Coffee', 'Macaron', 'BreakfastBuffet', 'SundayBrunch', 'MuttonBiryani', 'IcedTea']","['CourteousService', 'CourteousStaff']","['LiveMusic', 'RooftopAmbience']",[]
Pizza Stop,Brigade Road,3.3,551,650,['1130 AM'],['1030 PM'],"Pizza, Italian","['Home Delivery', 'Seating Not Available', 'Vegetarian Only']",[],[],[],[],[],[]
Mani's Dum Biryani,Brigade Road,NA,Not enough,750,['12 No'],['1015 PM'],Biryani,['Home Delivery'],['Brilliant biryanis'],[],[],[],[],[]
New Prashanth Naati Style,Brigade Road,NA,Not enough,400,"['1230 PM', '630 PM']","['4 PM', '1030 PM']","South Indian, Biryani",['Home Delivery'],[],[],[],[],[],[]
Bhikaram Chandmal Bhujiawala,Brigade Road,2.7,513,150,['8 AM'],['10 PM'],"North Indian, Mithai","['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[]
Just Bake,Brigade Road,2.8,521,400,['1030 AM'],['11 PM'],Bakery,"['Home Delivery', 'Desserts and Bakes']",[],[],[],[],[],[]
Marina Seafood Club,Brigade Road,3.3,517,500,['11 AM'],['11 PM'],Seafood,['Outdoor Seating'],[],[],[],[],[],[]
Stars 'N' Stripes,Brigade Road,2.6,556,500,['11 AM'],['11 PM'],"North Indian, Chinese, Fast Food, Pizza, Cafe",['Home Delivery'],[],[],[],[],[],[]
Pizza Stop,Brigade Road,3.7,5116,650,['1130 AM'],['1030 PM'],"Pizza, Italian","['Home Delivery', 'Vegetarian Only']",['Veggie friendly'],[],"['PastaDelBarone', 'ThinCrustPizza', 'Nachos', 'CheeseGarlicBread', 'OreoShake', 'TortillaChips']",[],[],[]
No. 10 Fort Kochi,Brigade Road,2.9,579,750,"['1230 PM', '7 PM']","['330 PM', '1030 PM']","Kerala, North Indian, Chinese","['Home Delivery', 'Wifi']",[],[],"['FishCurry', 'FishFry', 'ChickenBiryani', 'ChickenStew']",[],[],[]
Kerala Food,Brigade Road,NA,Not enough,300,['9 AM'],['11 PM'],"Kerala, South Indian",['Breakfast'],[],[],[],[],[],[]
The Egg Factory,Brigade Road,3.9,51551,650,['8 AM'],['11 PM'],"Continental, American","['Breakfast', 'Home Delivery']",['Great breakfasts'],[],"['Omelette', 'Breakfast', 'BunMasala', 'Fajitas', 'EggKejriwal', 'PaneerWrap']",[],['Decor'],[]
Nosh & Tipple,Brigade Road,3.1,515,1000,['12 No'],['1130 PM'],"Continental, American, Mediterranean, Italian","['Full Bar Available', 'Nightlife']",[],[],[],[],[],[]
Tom's Restaurant,Brigade Road,4.1,5223,800,"['7 AM', '7 PM']","['4 PM', '11 PM']","Mangalorean, Seafood, Chinese, North Indian","['Breakfast', 'Home Delivery']",['Super seafood'],[],"['Appam', 'PrawnCurry', 'DalFry', 'PrawnFry', 'ChickenCurry', 'PorkVindaloo']",[],[],[]
Ayda Persian Kitchen,Brigade Road,3.5,5174,700,['12 No'],['1030 PM'],"Parsi, North Indian",['Home Delivery'],[],[],"['JojehKebab', 'ButterChicken', 'MuttonKebab', 'JoojehKebab', 'MuttonBiryani', 'ChickenBiryani']",[],[],[]
Jaisalmer,Brigade Road,2.9,547,700,"['7 AM', '1245 PM', '7 PM']","['10 AM', '3 PM', '10 PM']","North Indian, Chinese","['Breakfast', 'Vegetarian Only', 'Wifi']",[],[],['LunchBuffet'],[],[],[]
Sri Chamuneshwari Dosai Camp,Brigade Road,NA,Not enough,250,"['630 AM', '5 PM']","['330 PM', '1030 PM']","Chinese, South Indian","['Breakfast', 'Takeaway Only', 'Seating Not Available', 'Vegetarian Only']",[],[],[],[],[],[]
Singkong,Brigade Road,4,5381,1500,['1130 AM'],['1130 PM'],"Thai, Chinese, Indonesian, Asian","['Full Bar Available', 'Valet Parking AvailableOutdoor SeatingWifi']",['Pan-Asian delicacies'],[],"['Sushi', 'Sangria', 'WasabiPrawn', 'BannoffeePie', 'CilantroSoup', 'ChickenDimSum']","['CourteousStaff', 'FriendlyStaff']","['LiveMusic', 'Decor']",[]
KFC,Brigade Road,2.8,585,400,['11 AM'],['11 PM'],"American, Fast Food",['Home Delivery'],[],[],"['Fries', 'ZingerBurger', 'CrispyChicken']",[],[],[]
New Sagar Chicken,Brigade Road,2.9,56,300,['11 AM'],['11 PM'],"North Indian, Chinese, Biryani",['Home Delivery'],[],[],[],[],[],[]
Rajeev Bakery & Juice,Brigade Road,NA,Not enough,150,['10 AM'],['10 PM'],"Fast Food, Desserts, Bakery",['Desserts and Bakes'],[],[],[],[],[],[]
Somilan Steak House,Brigade Road,3.7,531,800,['12 No'],['11 PM'],"North Eastern, Asian, Naga, Steak","['Home Delivery', 'Serves Non Veg', 'Wine', 'Live Sports ScreeningSmoking AreaOutdoor SeatingWifi']",[],[],[],[],[],[]
Sanchez,Brigade Road,3.9,5643,1500,['1130 AM'],['1130 PM'],"Mexican, Tex-Mex","['Full Bar Available', 'Valet Parking AvailableSmoking AreaNightlifeOutdoor SeatingWifi']",[],[],"['PrawnTaquitos', 'Churros', 'Enchiladas', 'Chimichangas', 'ChickenQuesadillas', 'VegFajitas']",['FriendlyStaff'],"['Decor', 'LiveMusic']",[]
Peace Restaurant,Brigade Road,3.5,564,400,['11 AM'],['10 PM'],"Chinese, Tibetan",['Home Delivery'],[],[],['Thukpa'],[],[],[]
Sunny's,Brigade Road,4,5936,1800,['12 No'],['1130 PM'],"European, Italian, Seafood, Continental","['Home Delivery', 'Full Bar Available', 'Outdoor SeatingWifiValet Parking AvailableSmoking Area']",[],[],"['PennePasta', 'CrabCake', 'ChocolateMousseCake', 'Baklava', 'Tiramisu', 'CremeBrulee']",[],"['ClassyPlace', 'OutdoorSeating']",[]
Friends Night Kitchen,Brigade Road,3.5,529,350,['10 PM'],['5 AM'],"Fast Food, Italian, Continental, Pizza","['Home Delivery', 'Seating Not Available']",[],[],[],[],[],[]
Sri Krishna Upahar,Brigade Road,NA,Not enough,200,['7 AM'],['11 PM'],"South Indian, Chinese, Juices, Street Food","['Breakfast', 'Vegetarian Only']",[],[],[],[],[],[]
Nagashree's,Brigade Road,2.7,531,250,"['11 AM', '7 PM']","['330 PM', '11 PM']",South Indian,['Home Delivery'],[],[],['ChickenBiryani'],[],[],[]
Crepe Connection,Brigade Road,3.4,5102,400,['11 AM'],['11 PM'],"Cafe, Italian, Desserts",['Outdoor SeatingDesserts and Bakes'],[],[],"['Pancakes', 'NutellaWaffles', 'Crepe', 'VanillaIceCream', 'Spaghetti']",[],[],[]
City Blends Cafe,Brigade Road,NA,Not enough,200,['10 AM'],['10 PM'],Beverages,[],[],[],[],[],[],[]
Juice Junction,Brigade Road,3.8,577,150,['945 AM'],['10 PM'],"Juices, Fast Food","['Home Delivery', 'Vegetarian Only']",[],[],"['FruitBowl', 'CornSandwich', 'ArabianGrapeJuice', 'GrilledSandwich', 'PalakPaneer']",[],[],[]
Urban Solace - Café for the Soul,Brigade Road,3.4,5356,650,['11 AM'],['11 PM'],"Cafe, American, Continental","['Breakfast', 'Home Delivery', 'Wine', 'Smoking AreaLive MusicOutdoor SeatingPet Friendly']",[],[],"['ChocolateShake', 'ClubSandwich', 'Sangria', 'Coffee', 'ScrambledEggs', 'MexicanChicken']",[],['Decor'],[]
Yak's Kitchen,Brigade Road,3.6,5111,350,['11 AM'],['10 PM'],"Chinese, Tibetan",[],[],[],"['BeefMomos', 'Thukpa', 'Chowmein']",[],[],[]
Southern Star Hotel Regaalis,Brigade Road,2.7,554,800,['7 AM'],['1130 PM'],"Continental, French, Pizza, Italian, Fast Food","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'BuffetValet Parking AvailableOutdoor SeatingWifi']",[],[],"['FriedRice', 'LunchBuffet', 'VegManchowSoup']",[],[],[]
Indian Chicken Biryani Point,Brigade Road,NA,Not enough,300,['10 AM'],['11 PM'],"Biryani, South Indian",[],[],[],[],[],[],[]
MiniMelts,Brigade Road,3.4,547,200,['10 AM'],['10 PM'],"Ice Cream, Desserts","['Home Delivery', 'Seating Not Available', 'Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[]
Foodies Republic,Brigade Road,2.9,54,600,['10 AM'],['10 PM'],"North Indian, Chinese, South Indian","['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[]
Pind Balluchi,Brigade Road,3.6,5773,1000,['12 No'],['1130 PM'],"North Indian, Mughlai","['Home Delivery', 'Wifi']",['Flavours of Punjab'],[],"['PalakPaneer', 'MurghAchariTikka', 'MalaiTikka', 'DalMakhani', 'VegPlatter', 'MangoLassi']","['CourteousStaff', 'FriendlyStaff']",[],[]
New Taj,Brigade Road,3,58,300,['11 AM'],['11 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[]
Alba - JW Marriott,Brigade Road,4.2,5289,4000,['7 PM'],['11 PM'],Italian,"['Full Bar Available', 'Luxury Dining4/5 StarOutdoor SeatingWifi']","['Sunday brunches', 'Romantic', 'Luxury dining']",['Uniquedesign'],"['Tiramisu', 'PannaCotta', 'SpinachRicottaRavioli', 'MashedPotato', 'SundayBrunch', 'ThinCrustPizza']",[],"['ClassyPlace', 'Decor']",[]
Shiv Sagar,Brigade Road,NA,Not enough,400,['9 AM'],['10 PM'],South Indian,['Breakfast'],[],[],[],[],[],[]
Platter,Brigade Road,3.1,512,300,['10 AM'],['10 PM'],"Street Food, Juices","['Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[]
MTR 1924,Brigade Road,4.1,5465,250,['8 AM'],['9 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],"['Breakfast', 'RavaIdli', 'FilterCoffee', 'LunchThali', 'RavaMasalaDosa', 'RagiDosa']",[],[],[]
Smoothie Cafe,Brigade Road,2.8,57,250,['10 AM'],['10 PM'],Fast Food,['Home Delivery'],[],[],[],[],[],[]
Five Star Chicken,Brigade Road,NA,Not enough,300,['11 AM'],['11 PM'],"Fast Food, Burger",['Serves Halal'],[],[],[],[],[],[]
Coconut Grove,Brigade Road,3.6,5564,800,['12 No'],['1130 PM'],"South Indian, Chettinad, Kerala","['Full Bar Available', 'Outdoor SeatingValet Parking AvailableSmoking Area']",[],[],"['Appam', 'Beer', 'PepperChicken', 'PrawnFry', 'PrawnCurry', 'ChickenChettinad']",[],"['Decor', 'CalmAmbience']",[]
Kaulige Millet Corner,Brigade Road,NA,Not enough,300,['12 No'],['3 PM'],"Healthy Food, South Indian","['Vegetarian Only', 'Table booking not available']",[],[],[],[],[],[]
Vasari,Brigade Road,3.5,517,500,"['1130 AM', '7 PM']","['330 PM', '1030 PM']",Mangalorean,[],[],[],[],[],[],[]
Palmgrove,Brigade Road,3.6,5146,700,['7 AM'],['10 PM'],"North Indian, South Indian, Chinese","['Breakfast', 'Vegetarian Only']",[],[],"['BreakfastBuffet', 'BondaSoup', 'Upma', 'Coffee', 'Pongal', 'TomatoSoup']",[],[],[]
Daawat Restaurant Bar & Pub,Brigade Road,NA,Not enough,700,['12 No'],['12 Mi'],"Finger Food, North Indian","['Full Bar Available', 'NightlifeSmoking Area']",[],[],[],[],[],[]
Royal Tea House,Brigade Road,NA,Not enough,100,['8 AM'],['10 PM'],North Indian,"['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
Hotel Green Tara,Brigade Road,3.2,516,500,['12 No'],['11 PM'],"Chinese, Tibetan","['Home Delivery', 'Outdoor SeatingWifi']",[],[],[],[],[],[]
Kamat Restaurant,Brigade Road,2.9,515,400,['8 AM'],['11 PM'],"South Indian, North Indian, Chinese","['Breakfast', 'Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[]
Hotel Kanchan's Fish & Chicken,Brigade Road,NA,Not enough,250,['11 AM'],['5 PM'],"South Indian, Chinese",[],[],[],[],[],[],[]
New Leaf Restaurant,Brigade Road,3.6,541,500,"['1230 PM', '730 PM']","['330 PM', '1030 PM']",Chinese,['Wallet Accepted'],[],[],"['FriedRice', 'HotPot']",[],[],[]
Bao Wow - The Bao Spot,Brigade Road,3.5,515,500,['10 AM'],['11 PM'],Asian,['Outdoor Seating'],[],[],[],[],[],[]
Unicorn Bar & Restaurant,Brigade Road,3.7,5110,800,"['12 No', '630 PM']","['330 PM', '11 PM']","Seafood, North Indian",['Full Bar Available'],['Super seafood'],[],"['Appam', 'CrabMasala', 'NeerDosa', 'CrabSoup', 'PrawnMasala', 'ChilliCrab']",[],[],[]
Liquid - Hyatt Bangalore MG Road,Brigade Road,3.6,568,2000,['11 AM'],['1130 PM'],"Finger Food, Continental, Chinese","['Full Bar Available', 'Outdoor SeatingWifiNightlife']",['Luxury dining'],[],['VegPlatter'],[],[],[]
MACHALI,Brigade Road,NA,Not enough,550,['10 AM'],['1130 PM'],Mangalorean,"['Home Delivery', 'Full Bar Available', 'Outdoor SeatingSmoking Area']",[],[],[],[],[],[]
Hotel Ajantha,Brigade Road,3.5,559,200,['730 AM'],['730 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],['FilterCoffee'],[],[],[]
Canopy,Brigade Road,2.7,5104,800,"['12 No', '730 PM']","['3 PM', '11 PM']","North Indian, Continental, Chinese","['Home Delivery', 'Smoking AreaBuffetOutdoor Seating']",[],[],['GulabJamun'],['RooftopAmbience'],[],[]
All Saints Bakery,Brigade Road,3.3,513,200,['730 AM'],['9 PM'],Bakery,"['Home Delivery', 'Seating Not Available', 'Desserts and Bakes']",[],[],[],[],[],[]
Konark Coffee Shop,Brigade Road,3.1,55,200,['830 AM'],['730 PM'],"South Indian, Fast Food, Beverages","['Breakfast', 'Vegetarian Only']",[],[],[],[],[],[]
Empire Restaurant,Brigade Road,3.9,5739,600,['12 No'],['1 AM'],"Biryani, Kerala, Mughlai, Arabian, North Indian, Juices","['Home Delivery', 'Buffet']",[],[],"['ChickenTikkaMasala', 'Shawarma', 'ChickenMalaiTikka', 'GheeRice', 'ChickenManchurian', 'DosaChicken']",['FriendlyStaff'],[],[]
Mishra Pedha,Brigade Road,NA,Not enough,300,['8 AM'],['10 PM'],"Mithai, Bakery","['Takeaway Only', 'Seating Not Available', 'Desserts and Bakes']",[],[],[],[],[],[]
Pearl Stone Ice Cream & Desserts,Brigade Road,3.2,57,300,['11 AM'],['11 PM'],"Desserts, Ice Cream","['Vegetarian Only', 'Desserts and BakesOutdoor Seating']",[],[],[],[],[],[]
Cafe Noir,Brigade Road,4.1,51363,1200,['1030 AM'],['11 PM'],"European, French","['Breakfast', 'Wine', 'Valet Parking AvailableWifiOutdoor Seating']","['Great cafes', 'Sweet tooth']",[],"['Coffee', 'MushroomPasta', 'VegLasagna', 'Breakfast', 'CremeBrulee', 'Bruschettas']",['CourteousStaff'],"['Decor', 'LiveMusic']",[]
Royal Restaurant,Brigade Road,3,54,200,['8 AM'],['12 Mi'],"North Indian, Chinese","['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
Bengaluru Baking Company - JW Marriott Bengaluru,Brigade Road,4.2,5254,1500,['9 AM'],['11 PM'],"Bakery, Cafe","['Serves Non Veg', '4/5 StarWifiDesserts and Bakes']",['Sweet tooth'],[],"['Tiramisu', 'FruitTart', 'FruitCake', 'Cappuccino', 'Coffee', 'Eclair']",[],[],[]
Red Lantern,Brigade Road,3.6,533,500,['12 No'],['11 PM'],"Chinese, Thai",['Home Delivery'],[],[],[],[],[],[]
Pasta Street,Brigade Road,4,5738,1200,['11 AM'],['11 PM'],"Italian, Pizza","['Home Delivery', 'Wheelchair Accessible', 'Wine', 'Outdoor SeatingValet Parking AvailableSmoking AreaWifi']",[],[],"['ThinCrustPizza', 'TomatoBruschettas', 'Tiramisu', 'OrangeMojito', 'Sangria', 'PannaCotta']",['FriendlyStaff'],"['Decor', 'Cozy']",['RocketFuelPasta(spicy)']
Spice Terrace - JW Marriott,Brigade Road,4.2,5407,3000,['7 PM'],['1 AM'],"North Indian, Seafood","['Full Bar Available', 'Live MusicOutdoor SeatingLuxury DiningWifiSmoking Area']",['Romantic'],[],"['Faluda', 'TarkariBiryani', 'ButterNaan', 'MuttonBiryani', 'GalautiKebab', 'DalMakhani']","['CourteousStaff', 'AttentiveService']","['Decor', 'PoolSideSeating']",[]
The Coffee Bean & Tea Leaf,Brigade Road,3.5,5188,700,['9 AM'],['11 PM'],Cafe,"['Breakfast', 'Outdoor Seating']",[],[],"['Coffee', 'Pancakes', 'Cheesecake', 'BlueberryMuffin', 'Cappuccino', 'HazelnutLatte']",[],[],[]
Hatti Kaapi,Brigade Road,3.3,511,200,['9 AM'],['11 PM'],Beverages,"['Breakfast', 'Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[]
Le Jardin - The Oberoi,Brigade Road,4.3,5548,3000,['7 AM'],['1230 AM'],"European, Mediterranean, North Indian","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'WifiValet Parking AvailableSmoking AreaBuffet4/5 StarLive MusicLuxury Dining']","['Sunday brunches', 'Romantic', 'Late night restaurants']",[],"['DumBiryani', 'DahiVada', 'Croissant', 'BreakfastBuffet', 'GulabJamun', 'ShahiTukda']","['CourteousStaff', 'FriendlyStaff']","['Decor', 'LiveMusic']","['SeafoodPizza', 'ChocolateBrownieWithVanillaBeanIceCreamAndChocolateFudgeSauce']"
Sree Ganesha Fruit Juice Centre,Brigade Road,NA,Not enough,100,['10 AM'],['10 PM'],Beverages,"['Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[]
Revoli Hotel,Brigade Road,3,57,450,['8 AM'],['11 PM'],"South Indian, Chinese","['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
Paparazzi - Royal Orchid Central,Brigade Road,3.4,5132,1500,['730 PM'],['1 AM'],Italian,"['Full Bar Available', 'ClubNightlife4/5 StarWifiLive Sports ScreeningLive MusicOutdoor Seating']",[],[],['ChickenSatay'],"['Decor', 'SplendidView']",[],[]
Konark Vegetarian Restaurant,Brigade Road,3.8,5757,500,['10 AM'],['1030 PM'],"North Indian, Chinese, Continental, South Indian, Street Food","['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Table booking not available', 'Serves Jain FoodBuffet']","['Legendary outlets', 'Veggie friendly']",[],"['ButterMasalaDosa', 'HyderabadiBiryani', 'Breakfast', 'BondaSoup', 'FilterCoffee', 'KesariBhaat']","['EfficientService', 'FriendlyStaff']",['Decor'],[]
Skoolroom,Brigade Road,3.8,539,700,['12 No'],['11 PM'],"Asian, Continental",[],[],[],['VirginMojito'],[],[],[]
Juice Village,Brigade Road,NA,Not enough,250,['10 AM'],['11 PM'],Fast Food,['Outdoor Seating'],[],[],[],[],[],[]
Flavours - Octave Suites,Brigade Road,2.8,513,800,"['1230 PM', '7 PM']","['330 PM', '1030 PM']","Chinese, Italian, North Indian, South Indian","['Home Delivery', 'Live Sports ScreeningOutdoor SeatingSmoking AreaBuffetValet Parking Available']",[],[],[],[],[],[]
Puran da Dhaba - The Pride Hotel,Brigade Road,2.7,567,1500,['7 PM'],['1130 PM'],North Indian,"['Full Bar Available', 'Outdoor SeatingBuffet4/5 Star']",[],[],"['SarsonKaSaag', 'Lassi', 'DalMakhani', 'PaneerTikka', 'Jalebi', 'MuttonSeekh']","['RooftopAmbience', 'DhabaFeel']",[],[]
City Bar,Brigade Road,3.7,5628,1400,['12 No'],['1130 PM'],"Continental, Finger Food, North Indian","['Serves Non Veg', 'Full Bar Available', 'NightlifeValet Parking AvailableSmoking AreaLive Sports Screening']",[],[],"['LongIslandIcedTea', 'Fries', 'SundayBrunch', 'MashedPotato', 'FishFingers', 'SeekhKebab']","['DanceFloor', 'Dj']",[],[]
